path,file,assigned_emo,majority_emo,agreement,duration
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script1_2_4b.flac,z011_mic_actor057_script1_2_4b.flac,Sad,Sad,0.5,4.933
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script1_2_5a.flac,z011_mic_actor057_script1_2_5a.flac,Frustrated,Frustrated,0.6666666666666661,4.174
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script1_2_5b.flac,z011_mic_actor057_script1_2_5b.flac,Frustrated,Frustrated,0.8,5.166
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_1a.flac,z011_mic_actor057_script2_1_1a.flac,Neutral,Neutral,1.0,4.369
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_1b.flac,z011_mic_actor057_script2_1_1b.flac,Neutral,Neutral,1.0,3.986
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_2a.flac,z011_mic_actor057_script2_1_2a.flac,Angry,Neutral,0.8,3.938
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_2b.flac,z011_mic_actor057_script2_1_2b.flac,Angry,Neutral,0.6000000000000001,3.659
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_3a.flac,z011_mic_actor057_script2_1_3a.flac,Happy,None,0.0,3.966
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_3b.flac,z011_mic_actor057_script2_1_3b.flac,Happy,None,0.0,4.007
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_4a.flac,z011_mic_actor057_script2_1_4a.flac,Sad,Sad,0.6666666666666661,5.112
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_4b.flac,z011_mic_actor057_script2_1_4b.flac,Sad,None,0.0,5.562
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_5a.flac,z011_mic_actor057_script2_1_5a.flac,Frustrated,Neutral,0.7000000000000001,4.549
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_1_5b.flac,z011_mic_actor057_script2_1_5b.flac,Frustrated,None,0.0,5.269
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_1a.flac,z011_mic_actor057_script2_2_1a.flac,Neutral,Neutral,0.8,4.135
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_1b.flac,z011_mic_actor057_script2_2_1b.flac,Neutral,Neutral,1.0,4.106
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_2a.flac,z011_mic_actor057_script2_2_2a.flac,Angry,Neutral,0.6000000000000001,4.476
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_2b.flac,z011_mic_actor057_script2_2_2b.flac,Angry,Angry,0.6000000000000001,4.106
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_3a.flac,z011_mic_actor057_script2_2_3a.flac,Happy,Neutral,1.0,3.191
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_3b.flac,z011_mic_actor057_script2_2_3b.flac,Happy,Happy,0.8,4.22
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_4a.flac,z011_mic_actor057_script2_2_4a.flac,Sad,Frustrated,0.8,4.519
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_4b.flac,z011_mic_actor057_script2_2_4b.flac,Sad,Sad,1.0,5.004
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_5a.flac,z011_mic_actor057_script2_2_5a.flac,Frustrated,Neutral,0.7000000000000001,5.247
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script2_2_5b.flac,z011_mic_actor057_script2_2_5b.flac,Frustrated,Frustrated,0.5,5.082
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_1a.flac,z011_mic_actor057_script3_1_1a.flac,Neutral,Neutral,1.0,4.77
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_1b.flac,z011_mic_actor057_script3_1_1b.flac,Neutral,Neutral,0.5,5.309
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_2a.flac,z011_mic_actor057_script3_1_2a.flac,Angry,Frustrated,0.75,5.408
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_2b.flac,z011_mic_actor057_script3_1_2b.flac,Angry,Sad,0.5,6.539
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_3a.flac,z011_mic_actor057_script3_1_3a.flac,Happy,Frustrated,0.5,5.419
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_3b.flac,z011_mic_actor057_script3_1_3b.flac,Happy,Happy,0.4,7.637
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_4a.flac,z011_mic_actor057_script3_1_4a.flac,Sad,Frustrated,0.6000000000000001,5.884
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_4b.flac,z011_mic_actor057_script3_1_4b.flac,Sad,Sad,0.7000000000000001,5.437
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_5a.flac,z011_mic_actor057_script3_1_5a.flac,Frustrated,None,0.0,5.868
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_1_5b.flac,z011_mic_actor057_script3_1_5b.flac,Frustrated,Frustrated,0.5,6.345
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_1a.flac,z011_mic_actor057_script3_2_1a.flac,Neutral,Neutral,0.6666666666666661,5.728
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_1b.flac,z011_mic_actor057_script3_2_1b.flac,Neutral,Neutral,0.6000000000000001,4.959
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_2a.flac,z011_mic_actor057_script3_2_2a.flac,Angry,Frustrated,0.7000000000000001,6.218
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_2b.flac,z011_mic_actor057_script3_2_2b.flac,Angry,Frustrated,0.416666666666666,6.314
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_3a.flac,z011_mic_actor057_script3_2_3a.flac,Happy,Frustrated,0.8,6.67
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_3b.flac,z011_mic_actor057_script3_2_3b.flac,Happy,None,0.0,6.512
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_4a.flac,z011_mic_actor057_script3_2_4a.flac,Sad,Sad,0.8,8.18
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_4b.flac,z011_mic_actor057_script3_2_4b.flac,Sad,Sad,1.0,5.143
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_5a.flac,z011_mic_actor057_script3_2_5a.flac,Frustrated,Frustrated,0.6000000000000001,5.994
./dataset/zoom11-20/zoom011/mic/z011_mic_actor057_script3_2_5b.flac,z011_mic_actor057_script3_2_5b.flac,Frustrated,Frustrated,0.5,6.233
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_1.flac,z011_mic_actor058_impro1_1.flac,Angry,Angry,0.8,6.347
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_2.flac,z011_mic_actor058_impro1_2.flac,Angry,Angry,1.0,4.597
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_3.flac,z011_mic_actor058_impro1_3.flac,Angry,Angry,0.7000000000000001,5.034
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_4.flac,z011_mic_actor058_impro1_4.flac,Angry,Angry,1.0,0.969
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_5.flac,z011_mic_actor058_impro1_5.flac,Angry,Angry,1.0,6.722
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_6.flac,z011_mic_actor058_impro1_6.flac,Angry,Angry,1.0,0.86
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_7.flac,z011_mic_actor058_impro1_7.flac,Angry,None,0.0,0.5
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_8.flac,z011_mic_actor058_impro1_8.flac,Angry,Angry,0.75,0.594
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_9.flac,z011_mic_actor058_impro1_9.flac,Angry,Angry,0.8,9.333
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_10.flac,z011_mic_actor058_impro1_10.flac,Angry,Angry,1.0,14.163
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_11.flac,z011_mic_actor058_impro1_11.flac,Angry,Frustrated,0.6000000000000001,2.501
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_12.flac,z011_mic_actor058_impro1_12.flac,Angry,Angry,0.8,4.377
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_13.flac,z011_mic_actor058_impro1_13.flac,Angry,Angry,1.0,6.347
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_14.flac,z011_mic_actor058_impro1_14.flac,Angry,Angry,1.0,0.625
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_15.flac,z011_mic_actor058_impro1_15.flac,Angry,Angry,0.583333333333333,0.688
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_16.flac,z011_mic_actor058_impro1_16.flac,Angry,Angry,0.833333333333333,1.845
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_17.flac,z011_mic_actor058_impro1_17.flac,Angry,Angry,1.0,2.173
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro1_18.flac,z011_mic_actor058_impro1_18.flac,Angry,Angry,1.0,0.969
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_1.flac,z011_mic_actor058_impro2_1.flac,Happy,None,0.0,0.639
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_2.flac,z011_mic_actor058_impro2_2.flac,Happy,Angry,0.5,1.052
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_3.flac,z011_mic_actor058_impro2_3.flac,Happy,Happy,1.0,0.938
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_4.flac,z011_mic_actor058_impro2_4.flac,Happy,Happy,1.0,12.917
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_5.flac,z011_mic_actor058_impro2_5.flac,Happy,Angry,0.5,0.976
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_6.flac,z011_mic_actor058_impro2_6.flac,Happy,Neutral,0.3,2.403
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_7.flac,z011_mic_actor058_impro2_7.flac,Happy,Angry,0.6000000000000001,0.938
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_8.flac,z011_mic_actor058_impro2_8.flac,Happy,Happy,0.8,1.014
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_9.flac,z011_mic_actor058_impro2_9.flac,Happy,None,0.0,2.027
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_10.flac,z011_mic_actor058_impro2_10.flac,Happy,Neutral,0.4,1.389
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_11.flac,z011_mic_actor058_impro2_11.flac,Happy,Happy,0.875,41.452
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_12.flac,z011_mic_actor058_impro2_12.flac,Happy,Happy,1.0,13.292
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_13.flac,z011_mic_actor058_impro2_13.flac,Happy,Happy,0.4,6.533
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_14.flac,z011_mic_actor058_impro2_14.flac,Happy,Happy,0.6666666666666661,1.22
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_15.flac,z011_mic_actor058_impro2_15.flac,Happy,Happy,1.0,7.134
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_16.flac,z011_mic_actor058_impro2_16.flac,Happy,Happy,0.8,1.821
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_17.flac,z011_mic_actor058_impro2_17.flac,Happy,Happy,1.0,3.473
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_18.flac,z011_mic_actor058_impro2_18.flac,Happy,Frustrated,0.625,1.934
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_19.flac,z011_mic_actor058_impro2_19.flac,Happy,Neutral,0.6666666666666661,1.464
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_20.flac,z011_mic_actor058_impro2_20.flac,Happy,Neutral,0.5,2.928
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_21.flac,z011_mic_actor058_impro2_21.flac,Happy,Happy,0.5,1.352
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_22.flac,z011_mic_actor058_impro2_22.flac,Happy,Happy,0.8,5.237
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro2_23.flac,z011_mic_actor058_impro2_23.flac,Happy,Frustrated,0.5,4.167
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_1.flac,z011_mic_actor058_impro3_1.flac,Neutral,Neutral,1.0,5.803
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_2.flac,z011_mic_actor058_impro3_2.flac,Neutral,Neutral,0.875,1.796
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_3.flac,z011_mic_actor058_impro3_3.flac,Neutral,Neutral,1.0,6.563
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_4.flac,z011_mic_actor058_impro3_4.flac,Neutral,None,0.0,5.181
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_5.flac,z011_mic_actor058_impro3_5.flac,Neutral,Neutral,0.6000000000000001,3.627
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_6.flac,z011_mic_actor058_impro3_6.flac,Neutral,Neutral,0.7000000000000001,5.354
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_7.flac,z011_mic_actor058_impro3_7.flac,Neutral,None,0.0,8.981
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_8.flac,z011_mic_actor058_impro3_8.flac,Neutral,Neutral,0.8,3.04
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_9.flac,z011_mic_actor058_impro3_9.flac,Neutral,Neutral,0.833333333333333,5.423
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_10.flac,z011_mic_actor058_impro3_10.flac,Neutral,Neutral,0.5,4.784
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_11.flac,z011_mic_actor058_impro3_11.flac,Neutral,Neutral,0.8571428571428571,3.195
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_12.flac,z011_mic_actor058_impro3_12.flac,Neutral,Neutral,0.8,4.887
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_13.flac,z011_mic_actor058_impro3_13.flac,Neutral,Neutral,0.8,2.997
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_14.flac,z011_mic_actor058_impro3_14.flac,Neutral,Neutral,0.8,7.323
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro3_15.flac,z011_mic_actor058_impro3_15.flac,Neutral,Neutral,0.9,8.601
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_1.flac,z011_mic_actor058_impro4_1.flac,Frustrated,Neutral,0.7000000000000001,3.442
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_2.flac,z011_mic_actor058_impro4_2.flac,Frustrated,Frustrated,0.9,28.829
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_3.flac,z011_mic_actor058_impro4_3.flac,Frustrated,Frustrated,0.75,1.578
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_4.flac,z011_mic_actor058_impro4_4.flac,Frustrated,Frustrated,0.75,54.073
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_5.flac,z011_mic_actor058_impro4_5.flac,Frustrated,Frustrated,0.8,14.199
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_6.flac,z011_mic_actor058_impro4_6.flac,Frustrated,Frustrated,1.0,1.005
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_7.flac,z011_mic_actor058_impro4_7.flac,Frustrated,Frustrated,0.8,1.399
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_8.flac,z011_mic_actor058_impro4_8.flac,Frustrated,Frustrated,0.75,24.67
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_9.flac,z011_mic_actor058_impro4_9.flac,Frustrated,Frustrated,0.6666666666666661,17.857
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro4_10.flac,z011_mic_actor058_impro4_10.flac,Frustrated,Neutral,0.6666666666666661,1.04
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_1.flac,z011_mic_actor058_impro5_1.flac,Sad,Frustrated,1.0,4.725
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_2.flac,z011_mic_actor058_impro5_2.flac,Sad,Frustrated,0.5,5.421
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_3.flac,z011_mic_actor058_impro5_3.flac,Sad,Frustrated,0.7000000000000001,8.548
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_4.flac,z011_mic_actor058_impro5_4.flac,Sad,Frustrated,0.75,1.042
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_5.flac,z011_mic_actor058_impro5_5.flac,Sad,Neutral,0.7000000000000001,1.98
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_6.flac,z011_mic_actor058_impro5_6.flac,Sad,Neutral,0.785714285714285,2.78
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_7.flac,z011_mic_actor058_impro5_7.flac,Sad,Frustrated,0.583333333333333,12.803
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_8.flac,z011_mic_actor058_impro5_8.flac,Sad,Sad,0.6000000000000001,19.024
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_9.flac,z011_mic_actor058_impro5_9.flac,Sad,Sad,0.8,0.643
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_10.flac,z011_mic_actor058_impro5_10.flac,Sad,Sad,0.625,10.424
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_impro5_11.flac,z011_mic_actor058_impro5_11.flac,Sad,Frustrated,0.8,12.804
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_1a.flac,z011_mic_actor058_script1_1_1a.flac,Neutral,Neutral,1.0,3.411
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_1b.flac,z011_mic_actor058_script1_1_1b.flac,Neutral,Neutral,0.833333333333333,3.264
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_2a.flac,z011_mic_actor058_script1_1_2a.flac,Angry,Frustrated,0.625,3.352
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_2b.flac,z011_mic_actor058_script1_1_2b.flac,Angry,Frustrated,0.6000000000000001,4.249
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_3a.flac,z011_mic_actor058_script1_1_3a.flac,Happy,Happy,1.0,3.309
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_3b.flac,z011_mic_actor058_script1_1_3b.flac,Happy,Happy,1.0,3.779
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_4a.flac,z011_mic_actor058_script1_1_4a.flac,Sad,None,0.0,4.367
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_4b.flac,z011_mic_actor058_script1_1_4b.flac,Sad,Sad,0.7142857142857141,4.941
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_5a.flac,z011_mic_actor058_script1_1_5a.flac,Frustrated,Frustrated,0.8,4.113
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_1_5b.flac,z011_mic_actor058_script1_1_5b.flac,Frustrated,Frustrated,1.0,5.18
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_1a.flac,z011_mic_actor058_script1_2_1a.flac,Neutral,Neutral,1.0,3.112
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_1b.flac,z011_mic_actor058_script1_2_1b.flac,Neutral,Neutral,1.0,3.389
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_2a.flac,z011_mic_actor058_script1_2_2a.flac,Angry,Frustrated,0.6000000000000001,3.014
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_2b.flac,z011_mic_actor058_script1_2_2b.flac,Angry,Angry,1.0,3.889
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_3a.flac,z011_mic_actor058_script1_2_3a.flac,Happy,Happy,0.833333333333333,3.333
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_3b.flac,z011_mic_actor058_script1_2_3b.flac,Happy,Happy,1.0,4.111
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_4a.flac,z011_mic_actor058_script1_2_4a.flac,Sad,Neutral,0.4,4.083
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_4b.flac,z011_mic_actor058_script1_2_4b.flac,Sad,Frustrated,0.6000000000000001,4.725
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_5a.flac,z011_mic_actor058_script1_2_5a.flac,Frustrated,Frustrated,0.6000000000000001,4.056
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script1_2_5b.flac,z011_mic_actor058_script1_2_5b.flac,Frustrated,Frustrated,1.0,5.833
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_1a.flac,z011_mic_actor058_script2_1_1a.flac,Neutral,Neutral,0.7000000000000001,4.572
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_1b.flac,z011_mic_actor058_script2_1_1b.flac,Neutral,None,0.0,4.449
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_2a.flac,z011_mic_actor058_script2_1_2a.flac,Angry,Frustrated,0.75,4.296
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_2b.flac,z011_mic_actor058_script2_1_2b.flac,Angry,Angry,0.8,4.603
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_3a.flac,z011_mic_actor058_script2_1_3a.flac,Happy,Happy,0.8,4.45
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_3b.flac,z011_mic_actor058_script2_1_3b.flac,Happy,Happy,0.8571428571428571,5.217
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_4a.flac,z011_mic_actor058_script2_1_4a.flac,Sad,Frustrated,0.6666666666666661,5.615
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_4b.flac,z011_mic_actor058_script2_1_4b.flac,Sad,Sad,0.625,6.49
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_5a.flac,z011_mic_actor058_script2_1_5a.flac,Frustrated,Frustrated,0.9,6.182
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_1_5b.flac,z011_mic_actor058_script2_1_5b.flac,Frustrated,Frustrated,0.5,6.583
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_1a.flac,z011_mic_actor058_script2_2_1a.flac,Neutral,Neutral,0.875,5.021
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_1b.flac,z011_mic_actor058_script2_2_1b.flac,Neutral,Neutral,0.772727272727272,5.021
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_2a.flac,z011_mic_actor058_script2_2_2a.flac,Angry,Frustrated,0.8,4.79
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_2b.flac,z011_mic_actor058_script2_2_2b.flac,Angry,Angry,0.833333333333333,5.137
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_3a.flac,z011_mic_actor058_script2_2_3a.flac,Happy,None,0.0,4.79
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_3b.flac,z011_mic_actor058_script2_2_3b.flac,Happy,Happy,0.6000000000000001,4.992
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_4a.flac,z011_mic_actor058_script2_2_4a.flac,Sad,Sad,0.9,6.412
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_4b.flac,z011_mic_actor058_script2_2_4b.flac,Sad,Sad,1.0,5.904
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_5a.flac,z011_mic_actor058_script2_2_5a.flac,Frustrated,Frustrated,0.6000000000000001,5.825
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script2_2_5b.flac,z011_mic_actor058_script2_2_5b.flac,Frustrated,Frustrated,1.0,7.155
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script3_1_1a.flac,z011_mic_actor058_script3_1_1a.flac,Neutral,Neutral,1.0,4.481
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script3_1_1b.flac,z011_mic_actor058_script3_1_1b.flac,Neutral,Neutral,1.0,4.261
./dataset/zoom11-20/zoom011/mic/z011_mic_actor058_script3_1_2a.flac,z011_mic_actor058_script3_1_2a.flac,Angry,Angry,0.6000000000000001,4.749
