path,file,assigned_emo,majority_emo,agreement
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_2_3b.flac,s013_con_actor026_script3_2_3b.flac,Happy,Sad,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_19.flac,s013_con_actor025_impro4_19.flac,Angry,Frustrated,0.5625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_20.flac,s013_con_actor025_impro2_20.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_15.flac,s013_con_actor026_impro5_15.flac,Sad,Sad,0.6666666666666661
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_1_2a.flac,s013_con_actor025_script1_1_2a.flac,Angry,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_1_1b.flac,s013_con_actor025_script2_1_1b.flac,Neutral,Neutral,0.9375
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_1.flac,s013_con_actor026_impro5_1.flac,Sad,Sad,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_5.flac,s013_con_actor025_impro1_5.flac,Neutral,Neutral,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_22.flac,s013_con_actor026_impro2_22.flac,Happy,Happy,0.9375
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_2_5a.flac,s013_con_actor025_script3_2_5a.flac,Frustrated,Frustrated,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_3.flac,s013_con_actor025_impro5_3.flac,Frustrated,Frustrated,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_1_4b.flac,s013_con_actor025_script1_1_4b.flac,Sad,Sad,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_15.flac,s013_con_actor025_impro2_15.flac,Happy,Happy,0.833333333333333
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_26.flac,s013_con_actor026_impro4_26.flac,Frustrated,Frustrated,0.8
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_7.flac,s013_con_actor025_impro5_7.flac,Frustrated,Frustrated,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_2_3a.flac,s013_con_actor025_script1_2_3a.flac,Happy,Happy,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_16.flac,s013_con_actor025_impro1_16.flac,Neutral,Neutral,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_7.flac,s013_con_actor025_impro1_7.flac,Neutral,Neutral,0.642857142857142
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_1_5b.flac,s013_con_actor025_script2_1_5b.flac,Frustrated,Neutral,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_14.flac,s013_con_actor026_impro5_14.flac,Sad,Neutral,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_1a.flac,s013_con_actor026_script2_2_1a.flac,Neutral,Neutral,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro3_10.flac,s013_con_actor025_impro3_10.flac,Sad,Sad,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro1_9.flac,s013_con_actor026_impro1_9.flac,Angry,Angry,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_2b.flac,s013_con_actor026_script2_1_2b.flac,Angry,Angry,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_1.flac,s013_con_actor025_impro5_1.flac,Frustrated,Happy,0.583333333333333
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_12.flac,s013_con_actor025_impro4_12.flac,Angry,Angry,0.642857142857142
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro3_6.flac,s013_con_actor025_impro3_6.flac,Sad,Sad,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_1a.flac,s013_con_actor026_script2_1_1a.flac,Neutral,Neutral,0.833333333333333
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_24.flac,s013_con_actor026_impro4_24.flac,Frustrated,Frustrated,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_5a.flac,s013_con_actor026_script2_1_5a.flac,Frustrated,Neutral,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_22.flac,s013_con_actor026_impro4_22.flac,Frustrated,Frustrated,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_1b.flac,s013_con_actor026_script2_2_1b.flac,Neutral,Neutral,0.8125
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_4a.flac,s013_con_actor026_script2_2_4a.flac,Sad,Sad,0.6875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_1_5b.flac,s013_con_actor026_script3_1_5b.flac,Frustrated,Sad,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_2_2a.flac,s013_con_actor025_script1_2_2a.flac,Angry,Angry,0.5625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_1_1a.flac,s013_con_actor025_script3_1_1a.flac,Neutral,Neutral,0.8125
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_3a.flac,s013_con_actor026_script2_1_3a.flac,Happy,Neutral,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_6.flac,s013_con_actor025_impro2_6.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_3.flac,s013_con_actor026_impro2_3.flac,Happy,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_23.flac,s013_con_actor025_impro5_23.flac,Frustrated,Frustrated,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_10.flac,s013_con_actor025_impro2_10.flac,Happy,Angry,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_5.flac,s013_con_actor026_impro5_5.flac,Sad,Frustrated,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_10.flac,s013_con_actor026_impro4_10.flac,Frustrated,Neutral,0.5625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_23.flac,s013_con_actor025_impro4_23.flac,Angry,Angry,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_27.flac,s013_con_actor025_impro4_27.flac,Angry,Frustrated,0.4375
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_14.flac,s013_con_actor025_impro4_14.flac,Angry,Frustrated,0.4375
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_2.flac,s013_con_actor025_impro5_2.flac,Frustrated,Frustrated,0.5625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_14.flac,s013_con_actor025_impro5_14.flac,Frustrated,Frustrated,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_20.flac,s013_con_actor025_impro5_20.flac,Frustrated,Frustrated,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_7.flac,s013_con_actor026_impro2_7.flac,Happy,Happy,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_18.flac,s013_con_actor025_impro5_18.flac,Frustrated,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_1.flac,s013_con_actor025_impro2_1.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_21.flac,s013_con_actor025_impro2_21.flac,Happy,Happy,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_1_3b.flac,s013_con_actor026_script1_1_3b.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_3b.flac,s013_con_actor026_script2_1_3b.flac,Happy,Neutral,0.642857142857142
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_1_2a.flac,s013_con_actor026_script3_1_2a.flac,Angry,Frustrated,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_2_5a.flac,s013_con_actor026_script3_2_5a.flac,Frustrated,Frustrated,0.6190476190476191
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_3a.flac,s013_con_actor026_script2_2_3a.flac,Happy,Neutral,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_1_5a.flac,s013_con_actor026_script3_1_5a.flac,Frustrated,Sad,0.642857142857142
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_12.flac,s013_con_actor025_impro5_12.flac,Frustrated,Frustrated,0.6875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_1_2b.flac,s013_con_actor025_script3_1_2b.flac,Angry,Angry,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_2_4a.flac,s013_con_actor025_script1_2_4a.flac,Sad,Neutral,0.428571428571428
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro3_8.flac,s013_con_actor026_impro3_8.flac,Neutral,Neutral,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_29.flac,s013_con_actor026_impro2_29.flac,Happy,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_9.flac,s013_con_actor025_impro1_9.flac,Neutral,Neutral,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_17.flac,s013_con_actor025_impro2_17.flac,Happy,Happy,0.928571428571428
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_2_2a.flac,s013_con_actor026_script1_2_2a.flac,Angry,Frustrated,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_10.flac,s013_con_actor026_impro5_10.flac,Sad,Sad,0.6666666666666661
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_7.flac,s013_con_actor026_impro5_7.flac,Sad,Sad,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro3_5.flac,s013_con_actor026_impro3_5.flac,Neutral,Neutral,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_18.flac,s013_con_actor025_impro1_18.flac,Neutral,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_23.flac,s013_con_actor026_impro2_23.flac,Happy,Sad,0.428571428571428
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_4.flac,s013_con_actor026_impro2_4.flac,Happy,Happy,0.6666666666666661
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_7.flac,s013_con_actor025_impro2_7.flac,Happy,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_2_5a.flac,s013_con_actor025_script2_2_5a.flac,Frustrated,Neutral,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_11.flac,s013_con_actor025_impro2_11.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_4.flac,s013_con_actor025_impro5_4.flac,Frustrated,Frustrated,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_2_2a.flac,s013_con_actor026_script3_2_2a.flac,Angry,Frustrated,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_2_1b.flac,s013_con_actor025_script2_2_1b.flac,Neutral,Neutral,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro1_19.flac,s013_con_actor026_impro1_19.flac,Angry,Frustrated,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_2.flac,s013_con_actor026_impro2_2.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_1_2b.flac,s013_con_actor026_script3_1_2b.flac,Angry,Angry,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_2_2a.flac,s013_con_actor025_script3_2_2a.flac,Angry,Angry,0.928571428571428
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_1_5b.flac,s013_con_actor025_script3_1_5b.flac,Frustrated,Neutral,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_5.flac,s013_con_actor026_impro4_5.flac,Frustrated,Frustrated,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_3.flac,s013_con_actor025_impro1_3.flac,Neutral,Neutral,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_1_2a.flac,s013_con_actor025_script2_1_2a.flac,Angry,Frustrated,0.5625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_2_3a.flac,s013_con_actor026_script3_2_3a.flac,Happy,Frustrated,0.428571428571428
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_3.flac,s013_con_actor025_impro4_3.flac,Angry,Frustrated,0.642857142857142
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_17.flac,s013_con_actor026_impro5_17.flac,Sad,Sad,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_2_3a.flac,s013_con_actor025_script2_2_3a.flac,Happy,Happy,0.4375
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_8.flac,s013_con_actor025_impro5_8.flac,Frustrated,Frustrated,0.6875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro3_9.flac,s013_con_actor026_impro3_9.flac,Neutral,Neutral,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_28.flac,s013_con_actor026_impro2_28.flac,Happy,Frustrated,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_5.flac,s013_con_actor025_impro5_5.flac,Frustrated,Frustrated,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_2_2a.flac,s013_con_actor025_script2_2_2a.flac,Angry,Angry,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_31.flac,s013_con_actor025_impro2_31.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_1_4b.flac,s013_con_actor025_script3_1_4b.flac,Sad,Sad,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_32.flac,s013_con_actor026_impro2_32.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro1_1.flac,s013_con_actor026_impro1_1.flac,Angry,Angry,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_8.flac,s013_con_actor025_impro2_8.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_2a.flac,s013_con_actor026_script2_1_2a.flac,Angry,Frustrated,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_17.flac,s013_con_actor025_impro5_17.flac,Frustrated,Frustrated,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_23.flac,s013_con_actor025_impro2_23.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_30.flac,s013_con_actor025_impro2_30.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro1_10.flac,s013_con_actor026_impro1_10.flac,Angry,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro3_5.flac,s013_con_actor025_impro3_5.flac,Sad,Sad,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_1_4a.flac,s013_con_actor026_script2_1_4a.flac,Sad,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_19.flac,s013_con_actor025_impro2_19.flac,Happy,Angry,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_9.flac,s013_con_actor025_impro2_9.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_2_4b.flac,s013_con_actor025_script1_2_4b.flac,Sad,Happy,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_27.flac,s013_con_actor026_impro2_27.flac,Happy,Happy,0.6875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_1_4a.flac,s013_con_actor026_script1_1_4a.flac,Sad,Frustrated,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_2.flac,s013_con_actor026_impro5_2.flac,Sad,Sad,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_21.flac,s013_con_actor025_impro5_21.flac,Frustrated,Frustrated,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_13.flac,s013_con_actor026_impro2_13.flac,Happy,Happy,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_1_3a.flac,s013_con_actor025_script1_1_3a.flac,Happy,Happy,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_27.flac,s013_con_actor026_impro4_27.flac,Frustrated,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro5_6.flac,s013_con_actor025_impro5_6.flac,Frustrated,Neutral,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script1_2_3b.flac,s013_con_actor025_script1_2_3b.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro3_4.flac,s013_con_actor026_impro3_4.flac,Neutral,Neutral,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_1_2a.flac,s013_con_actor026_script1_1_2a.flac,Angry,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_1_1a.flac,s013_con_actor025_script2_1_1a.flac,Neutral,Neutral,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_2_2b.flac,s013_con_actor026_script1_2_2b.flac,Angry,Angry,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_1_3b.flac,s013_con_actor025_script2_1_3b.flac,Happy,Happy,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_18.flac,s013_con_actor025_impro4_18.flac,Angry,Frustrated,0.6875
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_11.flac,s013_con_actor025_impro4_11.flac,Angry,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro1_14.flac,s013_con_actor026_impro1_14.flac,Angry,Angry,0.785714285714285
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_12.flac,s013_con_actor026_impro4_12.flac,Frustrated,Sad,0.6875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_3b.flac,s013_con_actor026_script2_2_3b.flac,Happy,Neutral,0.357142857142857
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_1.flac,s013_con_actor026_impro4_1.flac,Frustrated,Frustrated,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_1_1b.flac,s013_con_actor025_script3_1_1b.flac,Neutral,Neutral,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_4.flac,s013_con_actor025_impro4_4.flac,Angry,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_28.flac,s013_con_actor025_impro2_28.flac,Happy,Happy,0.8571428571428571
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_17.flac,s013_con_actor026_impro4_17.flac,Frustrated,Neutral,0.5625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_26.flac,s013_con_actor025_impro4_26.flac,Angry,Angry,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_1_3a.flac,s013_con_actor025_script2_1_3a.flac,Happy,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_5b.flac,s013_con_actor026_script2_2_5b.flac,Frustrated,Neutral,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_14.flac,s013_con_actor026_impro4_14.flac,Frustrated,Frustrated,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_5a.flac,s013_con_actor026_script2_2_5a.flac,Frustrated,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_2_1a.flac,s013_con_actor026_script1_2_1a.flac,Neutral,Neutral,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script2_2_4b.flac,s013_con_actor026_script2_2_4b.flac,Sad,Sad,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro3_2.flac,s013_con_actor025_impro3_2.flac,Sad,Sad,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_22.flac,s013_con_actor025_impro4_22.flac,Angry,Frustrated,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_17.flac,s013_con_actor026_impro2_17.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_13.flac,s013_con_actor026_impro5_13.flac,Sad,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_22.flac,s013_con_actor026_impro5_22.flac,Sad,Sad,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_15.flac,s013_con_actor026_impro2_15.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_1_4a.flac,s013_con_actor026_script3_1_4a.flac,Sad,Sad,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_5.flac,s013_con_actor026_impro2_5.flac,Happy,Neutral,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro3_6.flac,s013_con_actor026_impro3_6.flac,Neutral,Neutral,0.75
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_26.flac,s013_con_actor025_impro2_26.flac,Happy,Happy,0.5714285714285711
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_2_5b.flac,s013_con_actor025_script3_2_5b.flac,Frustrated,Frustrated,0.4375
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_26.flac,s013_con_actor026_impro2_26.flac,Happy,Neutral,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro1_14.flac,s013_con_actor025_impro1_14.flac,Neutral,None,0.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_2_5b.flac,s013_con_actor026_script3_2_5b.flac,Frustrated,Frustrated,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script2_2_1a.flac,s013_con_actor025_script2_2_1a.flac,Neutral,Neutral,0.875
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script1_2_5b.flac,s013_con_actor026_script1_2_5b.flac,Frustrated,Frustrated,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_35.flac,s013_con_actor026_impro2_35.flac,Happy,Frustrated,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro2_3.flac,s013_con_actor025_impro2_3.flac,Happy,Happy,0.833333333333333
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_36.flac,s013_con_actor026_impro2_36.flac,Happy,Happy,1.0
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_10.flac,s013_con_actor025_impro4_10.flac,Angry,Angry,0.7142857142857141
/content/dataset/studio11-20/studio013/con/s013_con_actor025_script3_2_4a.flac,s013_con_actor025_script3_2_4a.flac,Sad,Sad,0.785714285714285
/content/dataset/studio11-20/studio013/con/s013_con_actor026_script3_2_4b.flac,s013_con_actor026_script3_2_4b.flac,Sad,Sad,0.625
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro5_3.flac,s013_con_actor026_impro5_3.flac,Sad,Sad,0.4375
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro3_1.flac,s013_con_actor026_impro3_1.flac,Neutral,Neutral,0.928571428571428
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro2_33.flac,s013_con_actor026_impro2_33.flac,Happy,Happy,0.785714285714285
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro3_4.flac,s013_con_actor025_impro3_4.flac,Sad,Sad,0.785714285714285
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro4_6.flac,s013_con_actor026_impro4_6.flac,Frustrated,Frustrated,0.5
/content/dataset/studio11-20/studio013/con/s013_con_actor026_impro1_16.flac,s013_con_actor026_impro1_16.flac,Angry,Angry,0.833333333333333
/content/dataset/studio11-20/studio013/con/s013_con_actor025_impro4_9.flac,s013_con_actor025_impro4_9.flac,Angry,Angry,0.9375
